clarity,price,Fair,Good,Ideal,Premium,Very Good,D,E,F,G,H,I,J,carat,depth,table,x,y,z
2,4995,0,0,0,0,1,0,0,0,0,1,0,0,0.43621210416519535,0.04726062044106589,-0.20979375412936802,0.5943626128861604,0.6246633434862217,0.6163820641030144
4,14031,0,0,1,0,0,0,0,0,0,1,0,0,1.6904098365187958,0.04726062044106589,-0.6521294887085057,1.578979128357557,1.6259381568186613,1.598926691587409
5,16754,0,0,1,0,0,0,0,1,0,0,0,0,1.5203491270471212,0.6086894692429187,-0.20979375412936802,1.4626153583473012,1.3733643300320997,1.4977823916993105
1,505,0,1,0,0,0,0,1,0,0,0,0,0,-0.9242735716082017,1.380654136345463,-1.536800957866781,-1.079485463415213,-1.0621689996954555,-0.9296808056150775
7,859,0,0,1,0,0,0,0,0,0,1,0,0,-0.9455311602921611,-0.022917985659161342,-1.536800957866781,-1.070534404183654,-1.0621689996954555,-1.0597234768997772
3,2735,0,0,0,1,0,0,1,0,0,0,0,0,-0.18025796766962526,0.25779643874176256,0.6748777150289074,-0.005358355628235232,-0.04285319873540481,0.00951626477441765
2,994,1,0,0,0,0,0,0,1,0,0,0,0,-0.6691825074006897,-3.742384108971419,0.6748777150289074,-0.39920496181679316,-0.42171393891524667,-0.8140873200286779
2,1821,0,0,1,0,0,1,0,0,0,0,0,0,-0.4353490318771372,-0.3738110161603174,-0.6521294887085057,-0.2649390733434215,-0.31346801314957745,-0.32281500628648063
4,3380,0,0,1,0,0,0,1,0,0,0,0,0,-0.18025796766962526,0.1876178326415303,-0.20979375412936802,-0.005358355628235232,-0.06089418636301594,-0.004932920923882611
4,788,0,0,0,1,0,0,0,0,0,1,0,0,-0.9455311602921611,0.6086894692429187,0.23254198044976965,-1.079485463415213,-1.1162919625782899,-1.0308251055031774
5,5551,1,0,0,0,0,0,1,0,0,0,0,0,0.22363621732560213,-2.5493478052674865,0.6748777150289074,0.43324354671811405,0.48033544246532933,0.12510975036081717
6,10878,0,0,0,1,0,0,0,1,0,0,0,0,0.7338183457406258,-0.6545254405612463,0.23254198044976965,0.9524049821484866,0.9133191455280062,0.8331198495775138
2,947,0,0,0,0,1,1,0,0,0,0,0,0,-0.8179856281884051,1.029761105844307,-0.20979375412936802,-0.8557089826262592,-0.8998001110469513,-0.7707397629337784
2,4452,0,0,0,1,0,0,0,0,0,0,1,0,0.5637576362689515,0.11743922654129811,0.6748777150289074,0.7107263828964162,0.6968272939966678,0.7175263639911144
2,4256,1,0,0,0,0,0,1,0,0,0,0,0,0.24489380600956145,2.292976015648467,2.0018849187663204,0.32583083593941625,0.2818845785616028,0.5874836927064145
2,1890,0,0,1,0,0,0,1,0,0,0,0,0,-0.41409144319317787,-0.30363241006009023,-0.6521294887085057,-0.21123271795407217,-0.2593450502667424,-0.2650182634932809
2,9845,0,0,0,0,1,0,0,0,0,0,1,0,1.9242433120423483,0.04726062044106589,0.23254198044976965,1.6326854837469054,1.743204576398136,1.6856218057772092
2,1758,0,0,1,0,0,0,1,0,0,0,0,0,-0.20151555635358462,0.398153650942222,-0.6521294887085057,-0.041162592554467844,-0.09697616161823902,-0.01938210662218223
4,1656,0,0,0,1,0,0,0,0,1,0,0,0,-0.6054097413488118,0.5385108631426865,0.23254198044976965,-0.5692750872163983,-0.5570213461223326,-0.4962052346660799
4,7404,0,0,0,1,0,0,0,0,1,0,0,0,0.7125607570566664,-1.2159542893630941,1.117213449608045,1.0240134560009517,0.8952781579003942,0.7897722924826137
5,806,0,0,1,0,0,0,0,1,0,0,0,0,-0.9455311602921611,-0.30363241006009023,-1.0944652232876433,-1.0347301672574214,-1.017066530626427,-1.045274291201477
0,3276,0,0,1,0,0,0,1,0,0,0,0,0,0.9676518212641786,-0.5843468344610141,-0.6521294887085057,1.095621929853417,1.066667540362704,0.9920608922588122
2,4504,0,0,0,0,1,0,0,1,0,0,0,0,0.43621210416519535,-0.233453803959858,1.117213449608045,0.5585583759599279,0.5885813682309985,0.5441361356115151
5,471,0,1,0,0,0,0,0,1,0,0,0,0,-1.1793646358157137,1.5911899546461548,1.5595491841871827,-1.6255000765402592,-1.6214396161514124,-1.478749862150475
1,4207,0,0,1,0,0,0,0,0,0,1,0,0,0.47872728153311406,0.04726062044106589,-1.0944652232876433,0.6659710867386257,0.7058477878104733,0.6886279925945138
2,5200,0,0,1,0,0,0,0,0,0,1,0,0,0.45746969284915473,-0.9352398649621702,0.23254198044976965,0.6659710867386257,0.6968272939966678,0.5585853213098148
1,6677,0,0,0,0,1,0,0,0,0,0,1,0,1.2865156515235683,0.46833225704245424,0.6748777150289074,1.2477899367899055,1.3012003795216536,1.3388413490180109
5,11534,0,0,0,1,0,0,0,1,0,0,0,0,0.9251366438962599,-0.09309659175939355,0.6748777150289074,1.0508666336956265,0.9674421084108404,0.9920608922588122
2,2096,0,0,0,1,0,0,0,0,0,1,0,0,-0.18025796766962526,0.25779643874176256,0.23254198044976965,-0.005358355628235232,0.020290257961235767,0.03841463617101753
1,5033,0,0,0,0,1,0,0,1,0,0,0,0,0.7338183457406258,-1.7773831381649419,2.4442206533454582,0.9434539229169286,1.0215650712936755,0.7319755496894139
1,3816,1,0,0,0,0,0,0,0,1,0,0,0,0.45746969284915473,-1.3563115015635585,3.771227857082871,0.6212157905808351,0.6787863063690567,0.47189020712001506
4,10009,0,0,0,0,1,0,0,1,0,0,0,0,0.8826214665283412,0.398153650942222,0.23254198044976965,0.9255518044538119,1.0125445774798691,1.0209592636554128
2,4632,0,0,0,0,1,0,0,1,0,0,0,0,0.45746969284915473,1.2402969241449986,0.23254198044976965,0.5048520205705793,0.4622944548377182,0.6452804354996143
4,1616,0,0,0,0,1,1,0,0,0,0,0,0,-0.6054097413488118,-2.058097562565871,1.117213449608045,-0.4887155541323751,-0.42171393891524667,-0.6695954630456792
2,447,0,0,0,0,1,0,0,0,0,0,1,0,-0.9667887489761203,-1.7773831381649419,1.5595491841871827,-1.0347301672574214,-1.0351075182540381,-1.1897661481844763
3,2462,0,0,0,0,1,0,0,0,1,0,0,0,-0.18025796766962526,0.9595824997440747,-0.6521294887085057,-0.13067318487004898,0.0383312455888469,0.0673130075676174
3,16820,0,0,0,1,0,0,0,0,0,0,1,0,3.582335229391176,-1.1457756832628618,0.23254198044976965,2.778421065386348,2.735458895916769,2.538123761976905
5,525,0,0,1,0,0,0,0,0,1,0,0,0,-1.1581070471317543,-0.16327519785962577,-0.6521294887085057,-1.4912341880668873,-1.486132208944326,-1.4931990478487747
4,984,0,0,0,1,0,0,0,1,0,0,0,0,-0.9455311602921611,-0.7247040466614736,0.23254198044976965,-1.0257791080258636,-1.0711894935092612,-1.1030710339946768
2,792,0,0,0,0,1,0,1,0,0,0,0,0,-0.7754704508204864,0.8192252875436103,-0.6521294887085057,-0.8288558049315845,-0.809595172908894,-0.727392205838879
2,1132,0,1,0,0,0,0,0,0,0,1,0,0,-0.562894563980893,1.5210113485459225,-1.0944652232876433,-0.5245197910586077,-0.48485739561188645,-0.3372641919847809
5,1935,0,0,1,0,0,0,0,0,1,0,0,0,-0.6266673300327711,-0.233453803959858,-0.20979375412936802,-0.5334708502901657,-0.566041839936139,-0.5684511631575793
2,461,0,0,0,1,0,0,0,0,0,1,0,0,-1.009303926344039,-0.5843468344610141,1.117213449608045,-1.1868981741939097,-1.1704149254611247,-1.2186645195810761
3,2657,0,0,0,1,0,0,0,0,1,0,0,0,-0.20151555635358462,-2.5493478052674865,-1.0944652232876433,0.09310329591890465,0.06539272703026441,-0.22167070639838138
3,828,0,0,0,1,0,0,0,1,0,0,0,0,-1.009303926344039,-0.16327519785962577,0.23254198044976965,-1.168996055730794,-1.206496900716348,-1.1897661481844763
7,2093,0,1,0,0,0,0,0,0,1,0,0,0,-0.5841521526648524,-1.3563115015635585,-0.20979375412936802,-0.4350091987430258,-0.41269344510144107,-0.5684511631575793
1,7096,0,1,0,0,0,0,0,1,0,0,0,0,1.265258062839609,1.4508327424456904,-1.0944652232876433,1.2119856998636729,1.1929544537559844,1.4110872775095102
2,3330,0,0,1,0,0,0,1,0,0,0,0,0,-0.20151555635358462,0.11743922654129811,-0.6521294887085057,-0.02326047409135114,0.0022492703336246334,0.00951626477441765
1,4434,0,0,1,0,0,0,1,0,0,0,0,0,0.45746969284915473,0.749046681443378,-0.20979375412936802,0.5854115536546025,0.5615198867895811,0.6741788068962142
1,958,0,0,1,0,0,0,0,0,0,1,0,0,-0.6266673300327711,0.8192252875436103,-0.20979375412936802,-0.6140303833741888,-0.6472262842603906,-0.5395527917609794
3,1662,0,0,1,0,0,0,0,0,1,0,0,0,-0.499121797929015,-1.496668713764018,-0.20979375412936802,-0.31864542873277,-0.30444751933577185,-0.46730686326948
3,15178,0,0,0,1,0,0,1,0,0,0,0,0,1.584121893098999,0.6788680753431509,0.23254198044976965,1.4357621806526264,1.481610255797769,1.5555791344925103
1,4983,0,0,1,0,0,0,1,0,0,0,0,0,0.47872728153311406,0.6086894692429187,-1.2713995171192978,0.6033136721177191,0.6427043311138335,0.7030771782928135
6,1114,0,0,0,1,0,0,0,0,1,0,0,0,-0.9880463376600797,0.749046681443378,0.6748777150289074,-1.1510939372676772,-1.2155173945301534,-1.1030710339946768
7,11109,0,0,1,0,0,0,0,0,0,1,0,0,1.1589701194198128,-0.5843468344610141,-0.20979375412936802,1.2209367590952307,1.3192413671492655,1.179900306336711
1,4404,0,0,0,0,1,0,1,0,0,0,0,0,0.47872728153311406,-0.7247040466614736,2.0018849187663204,0.6391179090439518,0.6697658125552503,0.5585853213098148
1,4270,0,0,0,0,1,0,0,1,0,0,0,0,0.45746969284915473,1.1701183180447665,-1.536800957866781,0.6212157905808351,0.5976018620448041,0.7608739210860133
1,5964,0,0,1,0,0,0,1,0,0,0,0,0,0.8613638778443818,0.5385108631426865,-1.0944652232876433,0.9345028636853698,1.0035240836660635,1.0354084493537123
4,1007,0,0,0,0,1,0,0,1,0,0,0,0,-0.8179856281884051,-0.7247040466614736,-0.6521294887085057,-0.8557089826262592,-0.8186156667226997,-0.9007824342184776
3,5783,0,0,0,0,1,0,0,0,1,0,0,0,0.6275304023208295,-1.2861328954633262,-0.6521294887085057,0.7733837975173234,0.9042986517142007,0.6597296211979146
2,6530,0,0,0,0,1,0,0,1,0,0,0,0,0.9038790552123005,0.9595824997440747,0.23254198044976965,0.9613560413800445,0.9133191455280062,1.0643068207503117
5,11233,0,0,0,1,0,1,0,0,0,0,0,0,0.6487879910047888,-0.022917985659161342,-0.6521294887085057,0.8270901529066728,0.8231142073899481,0.818670663879213
1,4144,0,0,0,1,0,0,0,1,0,0,0,0,0.43621210416519535,-0.16327519785962577,0.6748777150289074,0.6659710867386257,0.6427043311138335,0.6308312498013147
2,1822,0,0,1,0,0,0,0,0,0,1,0,0,-0.22277314503754395,0.25779643874176256,-0.20979375412936802,-0.06801577024914171,-0.09697616161823902,-0.04828047801878211
3,6399,0,1,0,0,0,0,1,0,0,0,0,0,0.45746969284915473,1.0999397119445342,0.23254198044976965,0.5585583759599279,0.5885813682309985,0.7175263639911144
1,4873,0,0,0,1,0,0,0,0,0,1,0,0,0.7125607570566664,-0.7247040466614736,-1.536800957866781,0.9792581598431612,0.8952781579003942,0.8331198495775138
3,3275,0,0,1,0,0,1,0,0,0,0,0,0,-0.1590003789856659,-0.865061258861938,-0.20979375412936802,0.07520117745578794,0.09245420847168191,-0.01938210662218223
4,7056,0,0,0,1,0,0,0,1,0,0,0,0,0.43621210416519535,-1.7773831381649419,1.117213449608045,0.719677442127975,0.6787863063690567,0.45744102142171544
4,833,0,0,1,0,0,0,0,0,1,0,0,0,-0.881758394240283,-0.6545254405612463,-0.6521294887085057,-0.9541706341733983,-0.9178410986745633,-0.9874775484082772
1,1250,0,0,1,0,0,1,0,0,0,0,0,0,-0.6266673300327711,0.398153650942222,-1.536800957866781,-0.5513729687532816,-0.602123815191362,-0.5251036060626798
1,5033,0,0,0,1,0,0,1,0,0,0,0,0,0.5850152249529108,0.8192252875436103,0.6748777150289074,0.7375795605910909,0.6607453187414447,0.8042214781809134
3,951,0,0,0,1,0,0,1,0,0,0,0,0,-0.8605008055563237,-1.1457756832628618,1.5595491841871827,-0.8646600418578171,-0.9088206048607578,-0.9874775484082772
1,420,0,0,1,0,0,0,0,0,0,1,0,0,-1.009303926344039,-0.16327519785962577,-0.6521294887085057,-1.160044996499236,-1.152373937833513,-1.1608677767878766
4,4129,0,1,0,0,0,0,0,0,0,0,0,1,0.45746969284915473,-0.9352398649621702,2.8865563879245957,0.6749221459701844,0.6427043311138335,0.5296869499132149
3,1790,0,0,1,0,0,0,0,1,0,0,0,0,-0.4566066205610965,0.25779643874176256,-1.0944652232876433,-0.31864542873277,-0.3585704822186061,-0.308365820588181
4,7738,0,0,1,0,0,0,0,0,0,1,0,0,0.9038790552123005,-0.9352398649621702,-0.20979375412936802,1.015062396769394,1.0486265527350922,0.8909165923707136
4,9920,0,0,1,0,0,0,0,1,0,0,0,0,0.9038790552123005,0.398153650942222,-0.20979375412936802,0.9524049821484866,0.994503589852258,1.0209592636554128
5,2012,0,0,0,1,0,0,0,0,1,0,0,0,-0.5841521526648524,0.04726062044106589,0.6748777150289074,-0.5066176725954911,-0.5389803584947215,-0.5106544203643795
5,8745,0,0,0,0,1,0,1,0,0,0,0,0,0.47872728153311406,-1.0054184710624023,0.23254198044976965,0.719677442127975,0.7599707506933083,0.6019328784047149
4,1884,0,0,1,0,0,0,1,0,0,0,0,0,-0.4778642092450559,-0.09309659175939355,-1.0944652232876433,-0.3634007248905606,-0.3315090007771886,-0.35171337768308053
5,1941,0,0,1,0,0,0,0,0,1,0,0,0,-0.562894563980893,0.04726062044106589,0.23254198044976965,-0.4887155541323751,-0.47583690179808086,-0.46730686326948
3,9912,0,0,1,0,0,1,0,0,0,0,0,0,0.8613638778443818,0.398153650942222,-0.6521294887085057,0.9703071006116024,0.9494011207832292,1.0065100779571132
3,2066,0,0,1,0,0,1,0,0,0,0,0,0,-0.499121797929015,-0.5141682283607819,-0.20979375412936802,-0.3365475471958867,-0.4036729512876347,-0.4239593061745799
2,733,0,0,0,1,0,1,0,0,0,0,0,0,-0.881758394240283,-0.7247040466614736,1.117213449608045,-0.981023811868073,-0.9358820863021744,-1.0163759198048772
3,5166,0,0,0,1,0,0,0,0,0,1,0,0,0.45746969284915473,-0.30363241006009023,0.6748777150289074,0.6122647313492772,0.6517248249276392,0.5874836927064145
4,413,0,0,1,0,0,0,0,0,0,0,0,1,-0.9667887489761203,0.11743922654129811,-1.0944652232876433,-1.0973875818783287,-1.0711894935092612,-1.0597234768997772
5,642,0,0,1,0,0,0,0,1,0,0,0,0,-1.0943342810798762,0.5385108631426865,-0.20979375412936802,-1.3838214772881896,-1.3688657893648513,-1.3198088194691755
2,2691,1,0,0,0,0,0,0,1,0,0,0,0,-0.1590003789856659,2.1526188034480027,-1.0944652232876433,-0.07696682948070045,-0.11501714924585095,0.15400812175741704
5,12237,0,0,1,0,0,0,0,1,0,0,0,0,0.9889094099481379,0.398153650942222,-0.20979375412936802,1.0240134560009517,1.0756880341765096,1.1076543778452117
7,917,0,1,0,0,0,0,0,1,0,0,0,0,-0.9667887489761203,-1.9177403503654062,1.5595491841871827,-1.0168280487943056,-0.9900050491850094,-1.1753169624861761
2,446,0,0,0,0,1,0,0,0,0,1,0,0,-1.0305615150279983,0.46833225704245424,1.117213449608045,-1.2585066480463751,-1.2515993697853764,-1.204215333882776
5,8905,0,0,0,1,0,0,0,1,0,0,0,0,0.45746969284915473,-1.2861328954633262,0.23254198044976965,0.7286285013595329,0.6878068001828622,0.5296869499132149
2,616,0,0,0,1,0,0,0,1,0,0,0,0,-0.9242735716082017,-0.44398962226054967,1.117213449608045,-0.9899748710996309,-1.0441280120678436,-1.045274291201477
1,15949,0,0,0,1,0,0,0,0,1,0,0,0,2.6895165046648843,-1.3563115015635585,1.5595491841871827,2.2682106891875335,2.248352229971259,2.017953076838107
4,434,0,0,0,0,1,0,1,0,0,0,0,0,-1.0943342810798762,0.749046681443378,1.117213449608045,-1.4017235957513055,-1.3688657893648513,-1.305359633770876
2,3004,0,0,1,0,0,0,0,1,0,0,0,0,-0.1590003789856659,0.398153650942222,-0.6521294887085057,0.039396940529555335,0.05637223321645884,0.09621137896421729
7,1029,0,0,1,0,0,0,0,0,1,0,0,0,-0.9242735716082017,0.32797504484199475,-1.9791366924459186,-1.0168280487943056,-1.0080460368126205,-0.9730283627099776
1,1250,0,0,1,0,0,0,1,0,0,0,0,0,-0.5416369752969337,0.25779643874176256,-0.6521294887085057,-0.45291131720614247,-0.49387788942569283,-0.43840849187288017
2,9707,0,0,0,1,0,0,0,0,1,0,0,0,1.6904098365187958,0.32797504484199475,0.23254198044976965,1.5968812468206728,1.5537742063082152,1.6133758772857099
1,1240,0,0,1,0,0,0,0,0,1,0,0,0,-0.5203793866129743,0.25779643874176256,-0.20979375412936802,-0.38130284335367726,-0.44877542035666335,-0.3806117490796804
6,830,0,0,0,0,1,0,0,1,0,0,0,0,-1.0305615150279983,0.04726062044106589,0.6748777150289074,-1.249555588814817,-1.2335583821577645,-1.2186645195810761
6,8317,0,0,1,0,0,0,0,0,1,0,0,0,0.47872728153311406,-0.16327519785962577,-0.20979375412936802,0.6659710867386257,0.6427043311138335,0.6308312498013147
1,12407,0,0,0,1,0,0,0,0,0,0,0,1,2.583228561245087,0.749046681443378,0.23254198044976965,2.116042682251045,2.0499013660675316,2.191343305217706
1,10666,0,0,0,1,0,0,0,0,0,1,0,0,2.094304021514023,-0.5141682283607819,1.5595491841871827,1.9280704383883243,1.8875324774190283,1.8156644770619084
6,10134,0,0,0,1,0,0,1,0,0,0,0,0,0.43621210416519535,-1.0054184710624023,-1.536800957866781,0.7733837975173234,0.6697658125552503,0.5874836927064145
3,3206,0,0,1,0,0,0,1,0,0,0,0,0,-0.09522761293378787,-0.022917985659161342,-0.6521294887085057,0.1020543551504626,0.11951568991309941,0.1106605646625169
5,1290,0,0,0,1,0,1,0,0,0,0,0,0,-0.8605008055563237,0.8894038936438425,-0.20979375412936802,-0.9273174564787237,-0.9719640615573975,-0.857434877123578
3,1754,0,0,1,0,0,0,1,0,0,0,0,0,-0.5416369752969337,-0.6545254405612463,-0.20979375412936802,-0.4350091987430258,-0.39465245747382915,-0.4817560489677796
4,3283,0,1,0,0,0,0,0,0,1,0,0,0,0.011060330486008872,1.029761105844307,1.1614470230659595,0.039396940529555335,0.11049519609929305,0.19735567885231653
3,854,0,0,1,0,0,0,0,1,0,0,0,0,-0.9880463376600797,0.25779643874176256,-1.536800957866781,-1.1331918188045613,-1.1704149254611247,-1.117520219692977
1,1262,0,0,1,0,0,0,1,0,0,0,0,0,-0.562894563980893,0.8894038936438425,-0.20979375412936802,-0.5066176725954911,-0.5389803584947215,-0.4239593061745799
3,5260,0,0,0,1,0,0,0,0,0,1,0,0,0.45746969284915473,0.11743922654129811,-0.20979375412936802,0.6212157905808351,0.5615198867895811,0.6019328784047149
2,4523,0,0,1,0,0,1,0,0,0,0,0,0,0.22363621732560213,0.25779643874176256,-0.20979375412936802,0.4063903690234394,0.4713149486515238,0.47189020712001506
5,9728,0,0,0,0,1,0,0,1,0,0,0,0,0.47872728153311406,1.380654136345463,0.6748777150289074,0.5496073167283698,0.5885813682309985,0.7464247353877136
2,589,0,1,0,0,0,1,0,0,0,0,0,0,-1.009303926344039,1.0999397119445342,-0.20979375412936802,-1.2227024111201426,-1.206496900716348,-1.1030710339946768
2,18115,0,0,0,1,0,0,0,0,0,1,0,0,2.6470013272969655,0.5385108631426865,1.5595491841871827,2.107091623019487,2.085983341322754,2.1768941195194067
3,6073,0,1,0,0,0,0,1,0,0,0,0,0,0.43621210416519535,-0.16327519785962577,2.0018849187663204,0.5764604944230445,0.6246633434862217,0.573034507008115
2,3071,0,0,0,0,1,0,0,0,1,0,0,0,0.011060330486008872,0.25779643874176256,-0.6521294887085057,0.254222362086951,0.11049519609929305,0.2118048645506168
2,5518,0,0,1,0,0,0,0,0,1,0,0,0,0.4999848702170734,-0.09309659175939355,-1.0944652232876433,0.6749221459701844,0.7148682816242788,0.6741788068962142
3,6720,0,0,1,0,0,0,1,0,0,0,0,0,0.43621210416519535,0.25779643874176256,-0.6521294887085057,0.6212157905808351,0.5976018620448041,0.6452804354996143
4,1662,0,0,1,0,0,0,0,0,1,0,0,0,-0.6054097413488118,0.04726062044106589,-0.20979375412936802,-0.5245197910586077,-0.548000852308527,-0.5251036060626798
5,1163,0,0,0,1,0,0,0,1,0,0,0,0,-0.8392432168723644,-0.6545254405612463,0.6748777150289074,-0.8646600418578171,-0.9088206048607578,-0.9441299913133777
5,1334,0,0,1,0,0,0,1,0,0,0,0,0,-0.754212862136527,0.11743922654129811,-0.6521294887085057,-0.7303941533844447,-0.7644927038398655,-0.727392205838879
5,443,0,0,0,0,1,0,0,0,0,0,0,1,-1.1155918697638356,-0.6545254405612463,-0.20979375412936802,-1.4017235957513055,-1.377886283178657,-1.435402305055575
4,449,0,0,1,0,0,0,0,0,0,1,0,0,-1.1155918697638356,0.32797504484199475,-0.6521294887085057,-1.437527832677538,-1.4229887522476854,-1.3920547479606755
2,698,0,0,0,0,1,0,1,0,0,0,0,0,-1.0305615150279983,0.9595824997440747,-1.536800957866781,-1.240604529583259,-1.278660851226794,-1.1608677767878766
2,1667,0,0,0,1,0,1,0,0,0,0,0,0,-0.5416369752969337,-1.2159542893630941,0.23254198044976965,-0.38130284335367726,-0.42171393891524667,-0.5251036060626798
2,1637,0,0,1,0,0,0,1,0,0,0,0,0,-0.5416369752969337,-0.16327519785962577,-0.20979375412936802,-0.4260581395114678,-0.4577959141704697,-0.4528576775711798
1,9471,0,0,0,1,0,0,0,1,0,0,0,0,1.5203491270471212,-1.2861328954633262,0.23254198044976965,1.6147833652837895,1.5627947001220206,1.382188906112911
1,2294,0,0,0,0,1,1,0,0,0,0,0,0,-0.1590003789856659,-1.3563115015635585,1.117213449608045,0.03044588129799738,0.07441322084406997,-0.10607722081198187
2,3892,1,0,0,0,0,0,0,0,0,0,1,0,0.4999848702170734,-3.040598047969107,1.5595491841871827,0.8449922713697887,0.8862576640865887,0.44299183572341516
1,9894,0,0,0,1,0,1,0,0,0,0,0,0,1.5203491270471212,0.8894038936438425,2.0018849187663204,1.3910068844948358,1.3553233424044886,1.4977823916993105
3,1007,0,0,0,0,1,1,0,0,0,0,0,0,-0.8179856281884051,0.749046681443378,-1.0944652232876433,-0.9183663972471656,-0.8998001110469513,-0.8285365057269782
1,1308,0,0,0,1,0,1,0,0,0,0,0,0,-0.3928338545092185,-0.6545254405612463,-0.20979375412936802,-0.22018377718563012,-0.2954270255219655,-0.32281500628648063
3,4128,0,0,0,1,0,0,0,0,0,1,0,0,0.24489380600956145,0.11743922654129811,0.6748777150289074,0.4511456651812308,0.40817149195488317,0.44299183572341516
4,4136,0,0,0,0,1,0,0,0,0,1,0,0,0.22363621732560213,0.6788680753431509,-0.20979375412936802,0.3705861320972068,0.40817149195488317,0.47189020712001506
3,5937,0,0,1,0,0,0,0,0,0,1,0,0,0.7338183457406258,-0.022917985659161342,-0.20979375412936802,0.898698626759138,0.8591961826451712,0.8764674066724127
1,1783,0,1,0,0,0,0,1,0,0,0,0,0,-0.18025796766962526,-2.9704194418688745,0.23254198044976965,0.16471176977136986,0.14657717135451612,-0.20722152070008112
3,2266,0,0,1,0,0,1,0,0,0,0,0,0,-0.562894563980893,-0.09309659175939355,-0.6521294887085057,-0.4708134356692584,-0.4577959141704697,-0.46730686326948
2,9645,0,0,0,1,0,0,0,0,1,0,0,0,1.4990915383631618,-0.3738110161603174,0.23254198044976965,1.4447132398841844,1.5447537124944095,1.4255364632078098
6,657,0,0,0,0,1,0,0,1,0,0,0,0,-1.136849458447795,-0.022917985659161342,-0.20979375412936802,-1.4643810103722128,-1.4410297398752974,-1.4498514907538753
2,7711,0,0,1,0,0,0,0,0,1,0,0,0,0.9889094099481379,0.11743922654129811,-0.6521294887085057,1.0687687521587423,1.1298109970593446,1.1076543778452117
2,3500,0,0,1,0,0,0,0,1,0,0,0,0,0.07483309653788668,-0.022917985659161342,-0.20979375412936802,0.2810755397816257,0.3179665538168259,0.29849997874041645
4,9335,0,0,1,0,0,0,0,1,0,0,0,0,0.8826214665283412,-1.4264901076637857,-0.20979375412936802,1.086670870621859,1.0756880341765096,0.8764674066724127
2,1356,0,0,0,0,1,0,0,1,0,0,0,0,-0.5416369752969337,0.8894038936438425,1.117213449608045,-0.5334708502901657,-0.548000852308527,-0.43840849187288017
4,2055,0,0,0,1,0,0,1,0,0,0,0,0,-0.6266673300327711,0.11743922654129811,0.6748777150289074,-0.5603240279848404,-0.5840828275637501,-0.5540019774592797
5,1238,0,0,1,0,0,0,1,0,0,0,0,0,-0.8392432168723644,0.04726062044106589,-0.6521294887085057,-0.8557089826262592,-0.8907796172331458,-0.857434877123578
4,865,0,0,1,0,0,1,0,0,0,0,0,0,-0.9667887489761203,-0.5843468344610141,-0.6521294887085057,-1.0884365226467707,-1.05314850588165,-1.117520219692977
4,3462,0,0,0,1,0,0,1,0,0,0,0,0,-0.11648520161774721,-0.44398962226054967,0.23254198044976965,0.07520117745578794,0.10147470228548748,0.03841463617101753
6,3326,0,0,1,0,0,0,0,0,1,0,0,0,-0.1590003789856659,-0.022917985659161342,-1.0944652232876433,0.06625011822422999,0.0383312455888469,0.052863821869317144
2,7022,0,1,0,0,0,0,0,0,0,0,0,1,1.5416067157310804,1.310475530245231,1.117213449608045,1.3641537068001612,1.3372823547768766,1.5411299487942094
5,675,0,0,0,1,0,0,0,0,0,0,1,0,-1.0518191037119577,0.04726062044106589,0.23254198044976965,-1.249555588814817,-1.3057223326682108,-1.2620120766759757
2,1915,1,0,0,0,0,0,0,0,1,0,0,0,-0.20151555635358462,4.679048623056333,0.23254198044976965,-0.12172212563849102,-0.16011961831487959,0.1106605646625169
7,1319,0,0,1,0,0,0,1,0,0,0,0,0,-1.0305615150279983,-0.5141682283607819,-0.20979375412936802,-1.2227024111201426,-1.206496900716348,-1.2475628909776761
1,1088,1,0,0,0,0,0,0,1,0,0,0,0,-0.4566066205610965,2.082440197347775,-0.6521294887085057,-0.37235178412211933,-0.4397549265428578,-0.17832314930348125
2,1438,0,0,0,0,1,0,1,0,0,0,0,0,-0.6054097413488118,0.749046681443378,-0.6521294887085057,-0.5871772056795141,-0.5209393708671095,-0.46730686326948
5,633,0,0,0,0,1,0,0,1,0,0,0,0,-1.1581070471317543,0.46833225704245424,-1.0944652232876433,-1.5180873657615612,-1.504173196571938,-1.4643006764521749
4,742,0,0,1,0,0,1,0,0,0,0,0,0,-1.0518191037119577,-0.6545254405612463,0.23254198044976965,-1.2674577072779338,-1.2515993697853764,-1.305359633770876
4,920,0,0,1,0,0,0,1,0,0,0,0,0,-0.881758394240283,-0.233453803959858,-0.6521294887085057,-0.9541706341733983,-0.9358820863021744,-0.9585791770116773
4,757,0,0,0,1,0,0,1,0,0,0,0,0,-0.9667887489761203,-2.6195264113677186,1.117213449608045,-0.981023811868073,-1.0080460368126205,-1.233113705279376
2,4782,0,0,1,0,0,0,0,0,0,0,1,0,0.4999848702170734,0.32797504484199475,-1.536800957866781,0.6570200275070677,0.6968272939966678,0.7175263639911144
1,2655,0,0,1,0,0,0,0,1,0,0,0,0,-0.11648520161774721,0.1876178326415303,-0.6521294887085057,0.048347999761114084,0.08343371465787634,0.09621137896421729
3,5720,0,0,0,0,1,0,1,0,0,0,0,0,0.43621210416519535,0.749046681443378,2.4442206533454582,0.49590096133902134,0.5434788991619699,0.6163820641030144
6,1780,0,0,0,0,1,0,0,0,1,0,0,0,-0.6904400960846492,-0.7948826527617058,-1.0944652232876433,-0.6050793241426309,-0.5750623337499445,-0.6695954630456792
